villageName,houseno,contractno,structurearea,rentPerMonth,ting,shi,wei,address,folderName,keywords
新虹桥国展店,9-1201,194,136,14900,2,3,2,谢卫路258弄,,
新虹桥国展店,4-302,464,136,16900,2,3,2,谢卫路258弄,,
新虹桥枢纽店,1-102,237,75,14900,2,2,1,申郑路18弄,,
新虹桥枢纽店,1-301,204,76,14900,2,2,1,申郑路18弄,,
新虹桥枢纽店,14-201,267,78,14900,2,2,1,申郑路18弄,,
新虹桥枢纽店,14-401,249,78,14900,2,2,1,申郑路18弄,,
新虹桥枢纽店,20-102,213,78,14900,2,2,1,申郑路18弄,,
新虹桥枢纽店,2-301,216,78,14900,2,2,1,申郑路18弄,,
新虹桥枢纽店,3-102,200,75,15900,2,2,1,申郑路18弄,,
新虹桥枢纽店,10-101,201,144,27900,2,4,2,兴虹路299弄,,
兴国苑店,1-901+902,233,252,34900,2,5,3,湖南路308弄1号901、902室,,
徐汇苑店,3-2502,173,123,17900,2,2,2,天玥桥路968弄3号2502,,
艺术公寓店,8-301,166,147,29900,2,2,2,徐汇区衡山路17弄8号301,,
亦园1号店,1-16B,178,254,34900,2,4,2,安福路168弄1号16B,,
永新花苑店,1-31E,153,109,17900,2,2,2,徐汇区辛耕路100弄1号31E,,
永新花苑店,3-11B,289,111,17900,2,2,2,辛耕路100弄3号11B室,,
永新花苑店,1-3D,155,147,21900,2,3,2,徐汇区辛耕路100弄1号3D,,
永新花苑店,2-8D,154,149,22900,2,3,2,徐汇区辛耕路100弄2号8D,,
永新花苑店,3-23A,157,150,22900,2,3,2,徐汇区辛耕路100弄3号23A,,
永新花苑店,3-8F,158,175,24900,2,1,2,徐汇区辛耕路100弄3号8F,,
永新花苑店,2-502,235,142,24900,2,3,2,辛耕路81弄2号502室,,
永新花苑店,3-603,159,131,24900,2,3,2,徐汇区辛耕路81弄3号603,,
永新花苑店,4-803,160,140,24900,2,3,2,徐汇区辛耕路81弄4号803,,
永新花苑店,7-1001,248,136,24900,2,3,2,辛耕路81弄7号1001室,,
永新花苑店,7-1803,219,141,19900,2,3,2,辛耕路81弄7号1803室,,
永新花苑店,8-205,291,143,26900,2,3,2,辛耕路81弄8号205室,,
永新花苑店,永新城6-1106,343,0,17900,2,1,0,辛耕路81弄6号1106室,,
永新花苑店,8-801,242,142,24900,2,3,2,辛耕路81弄8号801室,,
永新花苑店,莎玛12-1801,161,126,30900,2,3,2,徐汇区辛耕路81弄12号1801,,
永新花苑店,莎玛12-2606,203,140,30900,2,3,2,辛耕路81弄12号2606室,,
永新花苑店,莎玛12-2801,247,126,29900,2,3,2,辛耕路81弄12号2801室,,
永业公寓店,27-1803,246,111,19900,2,2,2,徐家汇路135弄27号1803室,,
永业公寓店,27-1804,245,138,24900,2,3,2,徐家汇路135弄27号1804室,,
御翠豪庭店,11-1601,312,154,32900,2,3,2,黄金城道688弄11号1601室,,
御翠豪庭店,7-3303,296,71,17900,2,1,1,黄金城道688弄7号3303室,,
御翠豪庭店,8-1903,333,71,19900,2,1,1,黄金城道路688弄,,
御翠豪庭店,8-2003,314,71,17900,2,1,1,黄金城道688弄8号2003室,,
御翠豪庭店,8-301,283,82,17900,2,1,1,黄金城道688弄8号301室,,
御翠豪庭店,8-302,284,67,17900,2,1,1,黄金城道688弄8号302室,,
御翠豪庭店,7-2502,361,0,17900,2,1,0,黄金城道688弄7号2502室,,
御翠豪庭店,8-1003,355,71,17900,2,1,1,黄金城道路688弄,,
御翠豪庭店,8-1803,346,71,17900,2,1,1,黄金城道路688弄,,
御翠豪庭店,8-2605,345,0,17900,2,1,0,黄金城道688弄8号2605室,,
御翠豪庭店,9-2703,395,114,24900,2,2,1,黄金城道688弄9号2703室,,
御翠豪庭店,8-502,411,71,17900,1,1,1,黄金城道路688弄,,
御翠豪庭店,8-1501,416,82,17900,1,1,1,黄金城道路688弄,,
御翠豪庭店,8-1806,455,91,22900,1,1,1,黄金城道路688弄,,
御翠豪庭店,10-903,463,114,27900,2,2,1,黄金城道路688弄,,
御翠豪庭店,7-2003,471,71,17900,1,1,1,黄金城道路688弄,,
御翠豪庭店,7-1601,476,91,19900,1,1,1,黄金城道路688弄,,
御翠豪庭店,11-503,497,149,27900,2,3,2,黄金城道路688弄,,
御翠豪庭店,7-1503,511,71,18900,1,1,1,黄金城道路688弄,,
御翠豪庭店,9-1001,518,112,24900,2,2,1,黄金城道路688弄,,
御翠豪庭店,9-502,530,114,24900,2,2,2,黄金城道688弄9号502室,,
御翠豪庭店,10-603,527,114,24900,2,2,1,长宁区黄金城道688弄10号603室,,
远中风华园店,2-1803,282,116,25900,1,2,2,新闸路1068弄2号1803室,,
远中风华园店,1-1003,271,167,24900,1,3,2,新闸路1068弄1号1003室,,
兆丰嘉园店,8-2501,308,163,24900,2,3,2,长宁路888弄8号2501室,,
兆丰嘉园店,8-102,457,127,18900,2,2,1,长宁路888弄,,
中华园店,203长租,229,221,0,2,4,3,虹桥路2388号203幢,,
中凯店,6-1201,225,166,24900,0,4,0,威海路333弄6号1201室,,
中凯店,6-801,224,166,24900,2,3,2,威海路333弄6号801室,,
中凯店,16-1202,176,232,34900,2,4,2,威海路333弄16号1202,,
中凯店,16-1702,228,233,34900,2,4,2,威海路333弄16号1702室,,
中凯店,18-2001,174,232,34900,2,4,2,威海路333弄18号2001,,
中凯店,2-2102,522,62,17900,1,1,1,威海路333弄2号2102室,,
华丽家族店,22号803,356,0,19900,2,3,0,锦绣路666弄22号803室,,
华丽家族店,22-1901,338,139,19900,2,3,2,锦绣路666弄,,
华丽家族店,8-901,387,136,19900,2,3,2,锦绣路666弄8号901室,,
水清木华店,16-1502,352,0,24900,2,4,0,芳甸路333弄16号1502室,,
水清木华店,6-602,515,137,19900,2,3,2,芳甸路333弄,,
济南路8号店,8-1308,340,148,17900,1,2,2,济南路8号1308室,,
古北国际花园店,1-3008,339,76,17900,1,1,1,黄金城道500弄1号3008室,,
古北国际花园店,18-102,374,132,24900,2,2,2,黄金城道600弄18号102室,,
名都城店,27-1703,371,121,22900,2,2,2,古北路1700弄27号1703室,,
名都城店,28-104,364,170,24900,2,3,2,古北路1700弄28号104室,,
名都城店,3-505,475,137,19900,2,2,2,虹许路788弄,,
名都城店,31-502,507,137,17900,2,3,2,虹许路788弄,,
嘉里华庭店,163-1303,351,0,24900,2,2,0,华山路1038弄163号1303室,,
国际丽都城店,4号1901,365,165,29900,2,3,2,北京西路758弄4号1901室,,
国际丽都城店,9-12A01,380,179,29900,2,3,3,北京西路758弄9号12A01室,,
当代清水园店,26-1401,357,114,14900,2,2,1,芳甸路77弄,,
新加坡美术馆店,5-3502,373,285,34900,2,4,3,陕西南路888弄5号3502室,,
汇豪天下店,8-1503,376,230,34900,2,4,3,商城路108弄8号1503室,,
汇豪天下店,8-602,385,194,34900,2,4,3,商城路108弄8号602室,,
泰府名邸店,13号1202,358,0,19900,2,2,0,泰兴路625弄13号1202室,,
泰德苑店,6-501,377,94,16900,2,2,2,蒲汇塘路163弄6号501室,,
菊园店,6-2802,363,140,19900,2,3,2,浦城路366弄6号2802室,,
菊园店,4-2105,388,120,19900,2,3,2,浦城路366弄4号2105室,,
菊园店,7-1704,400,101,16900,2,2,2,浦城路366弄7号1704室,,
虹桥万博店,9-1102,367,165,26900,2,4,2,古北路69弄9号1102室,,
御景园店,24-1903,383,131,19900,2,3,2,锦绣路888弄24号1903室,,
古北恒盛苑店,21-401,389,138,19900,2,3,2,姚虹路299弄21号401室,,
嘉园店,6-32A,393,228,29900,3,3,3,万航渡路458弄6号32A,,
新天地河滨花园店,3-1603,401,145,21900,2,3,2,芙蓉江路555弄3号1603室,,
瑞仕花园店,17-501,446,150,29900,2,3,2,长宁区黄金城道路500弄17号501室,,
瑞仕花园店,15-2601,452,174,29900,2,3,2,黄金城道路500弄,,
